db,src_table,label,field_key,evidence,reason
mimic-iv,mimiciv.icu.chartevents,Incision Dressing #3,225024,adjudicated:both_agree,"切口敷料 #3 (categorical), 护理评估属性。"
mimic-iv,mimiciv.icu.chartevents,Dressing Status #3,225029,adjudicated:both_agree,"敷料状态 #3 (Skin - Incisions, categorical), 护理评估属性。"
mimic-iv,mimiciv.icu.chartevents,Knee Location - Immobilizer,225048,adjudicated:both_agree,"膝关节固定器位置 (Location, categorical), 器具部位属性。"
mimic-iv,mimiciv.icu.chartevents,PT Splint Status #1,225180,adjudicated:both_agree,"物理治疗夹板状态 #1 (categorical), 器具状态属性。"
mimic-iv,mimiciv.icu.chartevents,Collar Care,225192,adjudicated:both_agree,"颈托护理 (0/1), 护理操作核查项。"
mimic-iv,mimiciv.icu.chartevents,CCO PAC Site Appear,225225,adjudicated:both_agree,"连续心排量肺动脉导管穿刺处外观 (Site Appear, categorical), 置管部位评估, 非 co/ci 等血流动力学测量。"
mimic-iv,mimiciv.icu.chartevents,CCO PAC Waveform Appear,225227,adjudicated:both_agree,"CCO 肺动脉导管波形外观 (categorical), 波形定性描述而非 pasystolic/padiastolic 等压力数值。"
mimic-iv,mimiciv.icu.chartevents,Midline Site Appear,225347,adjudicated:both_agree,"中长导管穿刺处外观 (Site Appear, categorical), 置管部位评估属性。"
mimic-iv,mimiciv.icu.chartevents,IABP Position on leg,225988,adjudicated:both_agree,"IABP 导管在下肢的位置 (Position, categorical), 置管部位属性而非压力测量。"
mimic-iv,mimiciv.icu.chartevents,PA Catheter placed in outside facility,226114,adjudicated:both_agree,"肺动脉导管是否为外院置入 (0/1), 行政/来源标记, 非测量量。"
mimic-iv,mimiciv.icu.chartevents,PCA total dose units,227117,adjudicated:both_agree,"PCA 总剂量的单位字段 (categorical), 是单位元数据而非测量量。"
mimic-iv,mimiciv.icu.chartevents,Epidural Location,227119,adjudicated:both_agree,"硬膜外置管部位 (Location, categorical), 置管部位属性。"
mimic-iv,mimiciv.icu.chartevents,Motor Deficit,227120,adjudicated:both_agree,"运动功能缺失评估 (Pain/Sedation 类目, 硬膜外镇痛相关的运动阻滞评估, categorical); 与 gcs_motor (1-6 数值评分) 不是同一概念, 目录中无对应。"
mimic-iv,mimiciv.icu.chartevents,Cont. Neb Med Dose,227131,adjudicated:both_agree,"持续雾化药物剂量 (categorical 记录), 给药剂量文本, 目录中无雾化药物概念。"
mimic-iv,mimiciv.icu.chartevents,CCO PAC Dressing Occlusive,227352,adjudicated:both_agree,"CCO 肺动脉导管敷料是否密闭 (0/1), 置管护理核查项。"
mimic-iv,mimiciv.icu.chartevents,Incision Site #3,227474,adjudicated:both_agree,"切口部位 #3 (Site, categorical), 部位修饰属性。"
mimic-iv,mimiciv.icu.chartevents,Immobilizer Evaluated,227665,adjudicated:both_agree,"约束/支持器具评估 (Immobilizer Evaluated), 护理核查项目, 非测量量。"
mimic-iv,mimiciv.icu.chartevents,Non-Violent Restraints,227671,adjudicated:both_agree,"非暴力约束使用情况 (categorical), 约束护理记录, 非测量量。"
mimic-iv,mimiciv.icu.chartevents,Restraint Device (Non-Violent),227678,adjudicated:both_agree,"非暴力约束器具类型 (Device, categorical), 器具修饰属性。"
mimic-iv,mimiciv.icu.chartevents,CCO PAC Placement Confirmed by X-ray,227751,adjudicated:both_agree,"CCO 肺动脉导管位置经 X 线确认 (categorical), 置管核查项目。"
mimic-iv,mimiciv.icu.chartevents,PA Catheter Placement Confirmed by X-ray,227757,adjudicated:both_agree,"肺动脉导管位置经 X 线确认 (categorical), 置管核查项目。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin  - Dressing Status #3,227782,adjudicated:both_agree,"皮肤破损处敷料状态 #3, 护理评估属性。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin - Dressing Status  #4,227783,adjudicated:both_agree,"皮肤破损处敷料状态 #4, 护理评估属性。"
mimic-iv,mimiciv.icu.chartevents,Intra Aortic Balloon Pump Setting,227980,adjudicated:both_agree,"主动脉内球囊反搏机器设定 (categorical, 如 1:1/1:2 触发比), 是设备设置项而非目录中任何生理测量概念。"
mimic-iv,mimiciv.icu.chartevents,GI #2 Tube Place Method,228310,adjudicated:both_agree,"胃肠管置入方式 (Place Method, categorical), 操作方式修饰属性。"
mimic-iv,mimiciv.icu.chartevents,Shivering Assessment,228318,adjudicated:both_agree,"寒战评估量表 (Bedside Shivering Assessment Scale, 0-3), dict_category=Treatments; 目录中无寒战评分概念。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #4- Location,228499,adjudicated:both_agree,"皮肤破损部位描述 (Skin - Impairment, categorical), 属护理评估的修饰属性, 非任何测量量; 目录中无对应概念。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #5- Location,228500,adjudicated:both_agree,"皮肤破损 #5 部位 (Location, categorical), 部位修饰属性。"
mimic-iv,mimiciv.icu.chartevents,Pressure Ulcer #2- Location,228507,adjudicated:both_agree,"压疮 #2 部位 (Location, categorical), 部位修饰属性。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #4- Treatment,228532,adjudicated:both_agree,"皮肤破损 #4 处理措施, 护理干预记录。"
mimic-iv,mimiciv.icu.chartevents,Pressure Ulcer #2- Treatment,228540,adjudicated:both_agree,"压疮 #2 处理措施, 护理干预记录。"
mimic-iv,mimiciv.icu.chartevents,Pressure Ulcer #2- Type,228550,adjudicated:both_agree,"压疮 #2 类型 (Type, categorical), 修饰属性。"
mimic-iv,mimiciv.icu.chartevents,Incision #4- Location,228562,adjudicated:both_agree,"切口部位 #4 (Location, categorical), 部位修饰属性。"
mimic-iv,mimiciv.icu.chartevents,Incision #4- Treatment,228574,adjudicated:both_agree,"切口 #4 处理措施, 护理干预记录。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #3- Type,228578,adjudicated:both_agree,"皮肤破损 #3 类型 (与 228855 同名的另一 itemid), 分类修饰属性, 无对应概念。"
mimic-iv,mimiciv.icu.chartevents,Incision #4- Dressing Status,228597,adjudicated:both_agree,"切口 #4 敷料状态, 护理评估属性。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #3- Dressing Status,228602,adjudicated:both_agree,"皮肤破损 #3 敷料状态, 护理评估属性。"
mimic-iv,mimiciv.icu.chartevents,Pressure Ulcer #1- Depth,228610,adjudicated:both_agree,"压疮 #1 深度 (cm), 伤口尺寸测量, 无对应概念。"
mimic-iv,mimiciv.icu.chartevents,Pressure Ulcer #2- Width,228621,adjudicated:both_agree,"压疮 #2 宽度 (cm), 伤口尺寸测量, 无对应概念。"
mimic-iv,mimiciv.icu.chartevents,Pressure ulcer #2- Length,228724,adjudicated:both_agree,"压疮 #2 长度 (cm), 伤口尺寸测量, 无对应概念。"
mimic-iv,mimiciv.icu.chartevents,Pressure ulcer #2- Wound Base,228734,adjudicated:both_agree,"压疮 #2 创面基底描述, 伤口分类评估。"
mimic-iv,mimiciv.icu.chartevents,Pressure ulcer #2- Surrounding tissue,228744,adjudicated:both_agree,"压疮 #2 周围组织描述, 伤口评估属性。"
mimic-iv,mimiciv.icu.chartevents,Pressure ulcer #2- Stage,228814,adjudicated:both_agree,"压疮 #2 分期 (categorical), 伤口分期评估。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #3- Type,228855,adjudicated:both_agree,"皮肤破损 #3 类型 (Type, categorical), 修饰属性。"
mimic-iv,mimiciv.icu.chartevents,Plateau Pressure (IABP),228866,adjudicated:adjudicated,"采纳 B。dict_category=IABP, 单位 mmHg, p01/p50/p99=92.3/123.0/156.4, 为球囊压力波形 (BPW) 的平台压, 反映充氦球囊内压 (临床用于监测球囊阻塞/打折), 是设备侧压力而非患者血流动力学量。目录中的 plateau_pressure 是气道平台压 (cmH2O, 约 10-35), 单位与值域均不符, 属名字陷阱, 可确定排除。也不能并入 sbp: 同一 IABP 字典中收缩压已由 224652/224309 单独记录, 且本字段 p50=123 明显高于 Unassisted Systole 的 94.3, 二者不是同一量。名字相近项已被否定、目录中确无对应概念, 属可判定的 UNKNOWN 而非 UNSURE。"
mimic-iv,mimiciv.icu.chartevents,Nutrition NCP - Body needs,228971,adjudicated:both_agree,"营养护理计划 - 机体需要量, 护理计划文本, 非测量量。"
mimic-iv,mimiciv.icu.chartevents,Nutrition  NCP - Problem resolved,229105,adjudicated:both_agree,"营养护理计划 - 问题已解决, 护理流程字段。"
mimic-iv,mimiciv.icu.chartevents,Elimination NCP - Problem resolved,229122,adjudicated:both_agree,"排泄护理计划 - 问题已解决, 护理流程记录。"
mimic-iv,mimiciv.icu.chartevents,Altered Sensory Perception NCP - Plan revised,229128,adjudicated:both_agree,"感知改变护理计划 - 计划已修订, 护理流程记录。"
mimic-iv,mimiciv.icu.chartevents,Altered Sensory Perception NCP - Problem resolved,229129,adjudicated:both_agree,"护理计划记录 '感知改变 NCP - 问题已解决', 属护理流程字段, 目录中无对应概念。"
mimic-iv,mimiciv.icu.chartevents,Substance withdrawal NCP - Problem resolved,229141,adjudicated:both_agree,"物质戒断护理计划 - 问题已解决, 护理流程记录。"
mimic-iv,mimiciv.icu.chartevents,Metabolic disturbance NCP - Expected outcomes,229143,adjudicated:both_agree,"代谢紊乱护理计划 - 预期结局, 护理流程记录。"
mimic-iv,mimiciv.icu.chartevents,Metabolic disturbance NCP - Interventions,229145,adjudicated:both_agree,"护理计划 '代谢紊乱 NCP - 干预措施', 护理流程文本, 无对应概念。"
mimic-iv,mimiciv.icu.chartevents,Palliative Care NCP - Interventions,229152,adjudicated:both_agree,"姑息治疗护理计划 - 干预措施, 护理流程文本。"
mimic-iv,mimiciv.icu.chartevents,Neuro Mon Line Type,229243,adjudicated:both_agree,"神经监测导管类型 (Line Type, categorical), 典型的 Type 修饰属性而非测量量。"
mimic-iv,mimiciv.icu.chartevents,GI #2 Tube Mark (CM),229301,adjudicated:both_agree,"胃肠管外露刻度 (cm, p50=62), 置管深度记录, 目录中无对应概念 (与身高等测量无关)。"
mimic-iv,mimiciv.icu.chartevents,Activity / Mobility (JH-HLM),229319,adjudicated:both_agree,"Johns Hopkins 活动能力量表 (JH-HLM, 1-8 分), 活动/康复评分, 目录中无对应概念 (与 gcs/sedation/pain 各评分均非同一概念)。"
mimic-iv,mimiciv.icu.chartevents,Activity Intolerance  NCP - Expected outcomes,229327,adjudicated:both_agree,"护理计划 (Care Plans) 中的 '活动耐受不良 NCP - 预期结局', 自由文本/分类护理记录, 非临床测量量。"
mimic-iv,mimiciv.icu.chartevents,Cerebellar - Heel -> Shin,229387,adjudicated:both_agree,"小脑功能检查 (跟-膝-胫试验) 结果, 神经系统体格检查分类记录, 与 gcs 各分项非同一概念。"
mimic-iv,mimiciv.icu.chartevents,Stroke NCP - Consults,229641,adjudicated:both_agree,"卒中护理计划 - 会诊, 护理流程记录。"
mimic-iv,mimiciv.icu.chartevents,Stroke NCP - Water Swallow Deferred,229656,adjudicated:both_agree,"卒中护理计划 - 洼田饮水试验延后, 护理流程记录。"
mimic-iv,mimiciv.icu.chartevents,CP-Pain Management,229704,adjudicated:both_agree,"疼痛管理护理计划条目 (Care Plan - Pain Management, categorical), 护理计划文本; 与 pain_score/pain_goal 的数值评分不是同一概念。"
mimic-iv,mimiciv.icu.chartevents,Dialysis/Pheresis Biopatch,229881,adjudicated:both_agree,"透析/血浆置换导管 Biopatch 敷料使用与否 (0/1), 置管护理项目。"
mimic-iv,mimiciv.icu.chartevents,Stool Management,230033,adjudicated:both_agree,"排便管理 (GI/GU, 计数/分类编码), 护理记录, 目录中无对应概念。"
mimic-iv,mimiciv.icu.chartevents,CVL SecurePort IV,230115,adjudicated:both_agree,"中心静脉导管 SecurePort IV 固定装置使用与否 (0/1), 置管护理用品核查项。"
mimic-iv,mimiciv.icu.chartevents,Activated Clotting Time,220507,adjudicated:both_agree,"活化凝血时间(ACT), p50≈187 秒, 为床旁肝素监测项目; 与目录中 pt/ptt/thrombin/inr 均非同一检验, 目录无 ACT 概念"
mimic-iv,mimiciv.icu.chartevents,Sensory Level,223797,adjudicated:both_agree,"感觉平面(硬膜外/区域阻滞)评估, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Seizure Duration,223925,adjudicated:both_agree,"癫痫发作持续时间(分类), 神经系统事件记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Popliteal Pulse R,223941,adjudicated:both_agree,"腘动脉搏动触诊(右), 护理体检分级条目, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Popliteal Pulse L,223946,adjudicated:both_agree,"腘动脉搏动触诊(左), 护理体检分级条目, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Temporary Pacemaker Wires Ground,223963,adjudicated:both_agree,"临时起搏导线接地状态, 设备属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Transcutaneous Pacer Placement,223966,adjudicated:both_agree,"经皮起搏电极放置位置, 设备/部位属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Knee Immobilizer Status,224090,adjudicated:both_agree,"膝关节固定器状态, 护理装置记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,PCA bolus,224410,adjudicated:both_agree,"PCA 自控镇痛推注记录, 给药事件, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Cuff Volume (mL),224418,adjudicated:both_agree,"气管插管气囊充气容积 mL, p50=6, 是插管装置参数; 与 tidal_volume(百毫升级)完全不同, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,GI #3 Intub Site,224442,adjudicated:both_agree,"胃肠管置入部位, 管路修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,PCV Level,224702,adjudicated:both_agree,"压力控制通气的控制压力水平, cmH2O p50=15, 是 PEEP 之上的驱动压设定; 与 peep/plateau_pressure 均非同一量, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,SBT Stopped,224716,adjudicated:both_agree,"自主呼吸试验(SBT)终止原因, 通气管理事件记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Transpulmonary Pressure (Exp. Hold),224746,adjudicated:both_agree,"跨肺压(呼气末屏气)=气道压-食道压, cmH2O p50≈0.09; 与 peep/plateau_pressure 均非同一物理量, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Transpulmonary Pressure (Insp. Hold),224747,adjudicated:both_agree,"跨肺压(吸气末屏气), p50≈9.1 cmH2O 明显低于平台压典型值, 与 plateau_pressure 非同一物理量, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,GI #3 Tube Type,224791,adjudicated:both_agree,"胃肠管类型, 管路修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,GI #3 Tube Status,224792,adjudicated:both_agree,"胃肠管状态, 管路修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,AV Fistula L Bruit,224803,adjudicated:both_agree,"动静脉内瘘杂音(左)听诊, 血管通路评估, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,AV Fistula L Thrill,224804,adjudicated:both_agree,"动静脉内瘘震颤(左)触诊, 血管通路评估, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Permanent Pacemaker Mode,224844,adjudicated:both_agree,"永久起搏器工作模式(DDD/VVI 等), 设备参数, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Permanent Pacemaker Rate,224845,adjudicated:adjudicated,"Permanent Pacemaker Rate (/min, dict_category=Cardiovascular (Pacer Data), p01/p50/p99=0/60/90.5)。记录的是永久起搏器的程控基础频率(p50 恰为 60 的整数设定值、p01=0 为关闭态),不是患者实测心率——起搏器仅设定下限,自身心律更快时实测 HR 与之脱钩。决定性判例:同族字段 224751 Temporary Pacemaker Rate (bpm, p50=54) 已在 round-1 裁为 UNKNOWN,理由为『起搏器程控频率是设备设定而非患者心率,尽管单位相近』;同族其余 Pacer Data 字段(Sens/Stim/Threshold mV/mA)亦均为设备参数。目录无起搏器参数概念,故为 UNKNOWN 而非 UNSURE(字段身份明确,只是目录无对应),采纳 B。"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin Drainage Amount #6,224913,adjudicated:both_agree,"皮肤/伤口渗液护理评估条目, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,CCO PAC Zero/Calibrate,225228,adjudicated:both_agree,"连续心排量肺动脉导管校零/定标操作, 设备维护事件, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Site Appear,225339,adjudicated:both_agree,"IABP 置管部位外观评估, 管路修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Art. Waveform Appear,225341,adjudicated:both_agree,"IABP 动脉波形外观, 设备波形属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Zero/Calibrate,225342,adjudicated:both_agree,"IABP 校零/定标操作记录, 设备维护事件, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Indwelling Port (PortaCath) Site Appear,225379,adjudicated:both_agree,"输液港置管部位外观评估, 管路修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Uric Acid,225695,adjudicated:both_agree,"尿酸 mg/dL, p50=4.8 符合尿酸值域, 但目录 lab 组无 uric acid 概念"
mimic-iv,mimiciv.icu.chartevents,Multi Lumen Line Tip Cultured,225729,adjudicated:both_agree,"多腔导管尖端是否送培养, 管路事件记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Sheath Site Appear,225767,adjudicated:both_agree,"鞘管置管部位外观评估, 管路修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Sheath Waveform Appear,225770,adjudicated:both_agree,"鞘管波形外观评估, 设备波形属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Sheath Size,225772,adjudicated:both_agree,"鞘管型号, 管路装置属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Size,225979,adjudicated:both_agree,"IABP 球囊型号, 设备属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Volume,225980,adjudicated:both_agree,"IABP 球囊充气容积(mL, p50=40), 是设备参数而非患者测量量, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Alarms Activated,225981,adjudicated:both_agree,"IABP 报警是否启用, 设备配置标记, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Balloon Waveform,225982,adjudicated:both_agree,"IABP 球囊波形形态, 设备波形属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Trigger,225984,adjudicated:both_agree,"IABP 触发方式, 设备配置属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Helium Tubing,225985,adjudicated:both_agree,"IABP 氦气管路状态, 设备属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Arterial Waveform Source,225986,adjudicated:both_agree,"IABP 动脉波形来源, 设备配置属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Power Source,225987,adjudicated:both_agree,"IABP 电源来源, 设备属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,CCO PAC placed in outside facility,226108,adjudicated:both_agree,"置管/管路装置属性(外院置入标记), 非临床测量量, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP placed in outside facility,226110,adjudicated:both_agree,"IABP 外院置入标记, 管路属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Midline placed in outside facility,226112,adjudicated:both_agree,"中长导管外院置入标记, 管路属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Sheath placed in outside facility,226117,adjudicated:both_agree,"鞘管外院置入标记, 管路属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,ICP Line Zero/Calibrate,226134,adjudicated:both_agree,"ICP 测压管路校零/定标操作记录, 是管路维护事件而非 icp 数值本身"
mimic-iv,mimiciv.icu.chartevents,14 Gauge placed in outside facility,226135,adjudicated:both_agree,"14G 外周留置针外院置入标记, 管路属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Hemodialysis Output,226499,adjudicated:both_agree,"血液透析超滤/引流量 mL, 属出入量记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Indwelling (PortaCath) Port Type,227125,adjudicated:both_agree,"输液港类型, 管路装置修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Small Volume Neb Drug #2,227133,adjudicated:both_agree,"小容量雾化吸入药物名称; 属用药记录, 且药名不在目录仅有的 6 种血管活性药概念中"
mimic-iv,mimiciv.icu.chartevents,Pinsp (Draeger only),227187,adjudicated:both_agree,"Draeger 呼吸机吸气压设定 Pinsp, cmH2O p50=28; 目录无吸气压概念, 与 peep、plateau_pressure 非同一量"
mimic-iv,mimiciv.icu.chartevents,Sheath Line Dressing Occlusive,227356,adjudicated:both_agree,"鞘管敷料密闭性, 管路护理属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Indwelling Port (PortaCath) Dressing Occlusive,227360,adjudicated:both_agree,"输液港敷料密闭性记录, 管路护理属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,14 Gauge Dressing Occlusive,227365,adjudicated:both_agree,"14G 外周留置针敷料密闭性, 管路护理属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Indwelling Port (PortaCath) placed in outside facility,227439,adjudicated:both_agree,"输液港外院置入标记, 管路属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Phenytoin (Dilantin),227461,adjudicated:both_agree,"苯妥英(大仑丁)血药浓度 ug/mL, 治疗药物监测; 目录 medication 组仅含 6 种血管活性药, 无抗癫痫药浓度概念"
mimic-iv,mimiciv.icu.chartevents,BiPap IPAP,227580,adjudicated:both_agree,"BiPAP 吸气相气道正压(IPAP), cmH2O p50≈12.3; 目录中无 IPAP/吸气压概念, 与 peep、plateau_pressure 均非同一量"
mimic-iv,mimiciv.icu.chartevents,Side Rails (Restraint),227669,adjudicated:both_agree,"床栏(约束)使用记录, 护理装置条目, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Face to Face Eval (Non-Violent),227674,adjudicated:both_agree,"约束的面对面评估文书记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Restraint Location_V2,227680,adjudicated:both_agree,"约束/支持装置部位记录, 护理文书, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Cerebral Perfusion Pressure Alarm - High,227716,adjudicated:adjudicated,"Cerebral Perfusion Pressure Alarm - High (dict_category=Alarms, mmHg, p01/p50/p99=78.98/130.0/160.0)。p50 恰为 130、p99 恰为 160 的整数堆积是监护仪报警上限被离散设定的典型形态,且明显超出 CPP 生理值域,记录对象是护士设定的报警阈值而非患者 CPP 实测值。round-1 已有大量同类一致判例全部裁为 UNKNOWN:ABP/NBP/CVP/PAP/HR/SpO2/Resp Alarm [High] 及 High Resp. Rate、High Insp. Pressure、Ve High,理由统一为『设备限值而非测量值,且目录无报警概念』。字段身份明确、目录确无对应,故为 UNKNOWN 而非 UNSURE,采纳 B。"
mimic-iv,mimiciv.icu.chartevents,Cerebral Perfusion Pressure Alarm - Low,227717,adjudicated:adjudicated,"Cerebral Perfusion Pressure Alarm - Low (dict_category=Alarms, mmHg, p01/p50/p99=16.77/60.0/71.60)。p50 恰为 60(临床常用 CPP 下限阈值)的整数堆积表明是报警下限设定,记录对象为监护仪阈值而非患者 CPP 实测值,与 cpp 概念不同。与 227716 成对,并与 round-1 已裁定的 ABP/NBP/CVP/PAP/HR/SpO2/Resp Alarm [Low] 系列(全部 both_agree 判 UNKNOWN,理由『device limit not a measurement』)完全同构。目录无报警阈值概念,判 UNKNOWN,采纳 B。"
mimic-iv,mimiciv.icu.chartevents,AVA Dressing Occlusive,227723,adjudicated:both_agree,"AVA 导管敷料密闭性, 管路护理属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,AVA Line Site Appear,227728,adjudicated:both_agree,"AVA 导管置管部位外观评估, 管路修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,IABP Placement Confirmed by X-ray,227754,adjudicated:both_agree,"IABP X 线位置确认, 置管操作记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Midline Placement Confirmed by X-ray,227755,adjudicated:both_agree,"中长导管 X 线确认位置, 置管操作记录, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,SvO2 SQI,227805,adjudicated:both_agree,"SvO2 信号质量指数(SQI), 是导管信号质量元数据而非静脉血氧饱和度数值, 不能并入 svo2"
mimic-iv,mimiciv.icu.chartevents,Restraints (Violent),227962,adjudicated:both_agree,"暴力性约束使用记录, 护理文书条目, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,PCA concentrations,228296,adjudicated:both_agree,"PCA 泵药物浓度配置, 给药装置设置, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,CAM-ICU MS change,228300,adjudicated:adjudicated,"CAM-ICU MS change (精神状态急性改变, categorical, Pain/Sedation)。这是 CAM-ICU 四要素中的 Feature 1,是谵妄评估工具的单个条目,既非总体结果也非量表名称。决定性判例:同族条目级字段 228334 CAM-ICU Altered LOC、229325 与 228336 CAM-ICU Inattention 均已在 round-1 裁为 UNKNOWN,理由『CAM-ICU feature item, not the overall delirium score or scale;目录无条目级概念』;而 delirium_score 在 mimic-iv 的对应字段已由 228332 Delirium assessment(总体评估结果)占据,delirium_scale 则指量表名称。本字段与 229326(同名高频版本)属同一条目,身份明确且目录确无对应,判 UNKNOWN 而非 UNSURE,采纳 B。"
mimic-iv,mimiciv.icu.chartevents,CAM-ICU Disorganized thinking,228303,adjudicated:adjudicated,"CAM-ICU Disorganized thinking (思维紊乱, categorical, Pain/Sedation),CAM-ICU Feature 3 条目,与 228300/228334/229325/228336 同构。round-1 对该组条目级字段的裁定一致为 UNKNOWN(『CAM-ICU 分项,非总体谵妄评分或量表标识;目录无条目级概念』),且 delirium_score 已由 228332 Delirium assessment 占位、delirium_scale 指量表名称,二者均与单条目不同概念。同名高频字段 229324 亦为同一条目。身份明确、目录无对应,判 UNKNOWN,采纳 B。"
mimic-iv,mimiciv.icu.chartevents,OCAT - Lips Tongue Gums Palate,228343,adjudicated:both_agree,"口腔护理评估工具(OCAT)唇舌龈腭分项评分(1-4), 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,"OCAT - Saliva secretions, Voice quality",228344,adjudicated:both_agree,"口腔护理评估工具(OCAT)唾液分泌与嗓音分项评分, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,OCAT - Swallow,228345,adjudicated:both_agree,"口腔护理评估工具(OCAT)吞咽分项评分, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,OCAT - Teeth,228346,adjudicated:both_agree,"口腔护理评估工具(OCAT)牙齿分项评分, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Stroke Volume Index (SVI NICOM),228375,adjudicated:both_agree,"每搏量指数(SVI); 目录有 sv 但无经体表面积标准化的 SVI, 二者非同一量; 且 unit 标为 % 与 mL/m2 不符"
mimic-iv,mimiciv.icu.chartevents,Stroke Volume Variation (SVV NICOM),228376,adjudicated:both_agree,"每搏量变异度(SVV, p50=16), 容量反应性指标; 目录无 SVV 概念, 与 sv 非同一量"
mimic-iv,mimiciv.icu.chartevents,Compression device # 2,228420,adjudicated:both_agree,"下肢加压装置使用记录, 治疗装置属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Pressure Ulcer #3- Location,228508,adjudicated:both_agree,"压疮部位, categorical 修饰属性, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #3- Cleanse,228520,adjudicated:both_agree,"皮肤破损清洁方式, 皮肤护理条目, 目录无对应概念"
mimic-iv,mimiciv.icu.chartevents,Impaired Skin #5- Treatment,228533,adjudicated:both_agree,"皮肤破损处置方式, 皮肤护理条目, 目录无对应概念"
